,bikeid,count
3726,19117,1683
3727,19118,669
3728,19123,1249
3729,19124,1524
3730,19125,1297
3731,19127,1524
3732,19128,1315
3733,19129,861
3734,19130,1359
3735,19132,1048
3736,19133,1197
3737,19135,1322
3738,19136,942
3739,19138,1243
3740,19139,946
3741,19140,1216
3742,19141,902
3743,19143,1576
3744,19145,1276
3745,19146,1463
3746,19147,838
3747,19148,1116
3748,19150,850
3749,19151,843
3750,19153,1160
3751,19154,625
3752,19155,752
3753,19157,1288
3754,19158,970
3755,19159,1151
3756,19160,1076
3757,19162,1379
3758,19163,997
3759,19164,1311
3760,19165,965
3761,19169,1286
3762,19171,939
3763,19172,1056
3764,19173,996
3765,19174,1396
3766,19175,1181
3767,19176,1290
3768,19177,1306
3769,19178,1143
3770,19179,1248
3771,19181,1045
3772,19182,884
3773,19185,1497
3774,19186,1125
3775,19187,1569
3776,19193,965
3777,19194,1363
3778,19195,1152
3779,19196,1279
3780,19198,1248
3781,19199,993
3782,19200,1460
3783,19202,968
3784,19203,1222
3785,19205,729
3786,19206,1033
3787,19207,1422
3788,19208,1229
3789,19209,1330
3790,19210,1352
3791,19211,1092
3792,19212,932
3793,19213,1316
3794,19215,1328
3795,19216,1247
3796,19217,1183
3797,19218,1201
3798,19220,1166
3799,19221,1180
3800,19222,1115
3801,19223,1547
3802,19225,1219
3803,19227,841
3804,19229,1316
3805,19230,1211
3806,19231,1058
3807,19232,1317
3808,19233,1168
3809,19234,967
3810,19235,1022
3811,19236,727
3812,19237,1037
3813,19238,868
3814,19239,912
3815,19240,1089
3816,19242,1127
3817,19244,1101
3818,19245,1185
3819,19247,1289
3820,19248,1086
3821,19249,1203
3822,19250,1137
3823,19251,1347
3824,19252,578
3825,19253,988
3826,19254,898
3827,19255,1200
3828,19256,1192
3829,19257,1078
3830,19258,1331
3831,19259,1185
3832,19260,1065
3833,19261,1107
3834,19262,1211
3835,19263,1130
3836,19265,1415
3837,19266,1221
3838,19267,1197
3839,19269,987
3840,19270,1043
3841,19271,1158
3842,19272,1113
3843,19273,1161
3844,19275,1036
3845,19276,1138
3846,19278,1482
3847,19279,1314
3848,19281,1288
3849,19282,34
3850,19283,1175
3851,19284,1082
3852,19286,1230
3853,19287,885
3854,19288,1289
3855,19289,1016
3856,19290,1178
3857,19291,672
3858,19292,1139
3859,19293,1083
3860,19294,1275
3861,19295,1161
3862,19296,1066
3863,19297,932
3864,19298,1183
3865,19299,921
3866,19301,1152
3867,19302,1017
3868,19303,1141
3869,19304,1093
3870,19305,849
3871,19306,1130
3872,19307,1032
3873,19308,1255
3874,19309,840
3875,19310,1206
3876,19313,1370
3877,19314,1045
3878,19316,1311
3879,19318,1157
3880,19319,1167
3881,19320,182
3882,19321,1272
3883,19322,1151
3884,19323,1175
3885,19324,834
3886,19325,1176
3887,19326,1167
3888,19327,1124
3889,19328,1083
3890,19330,966
3891,19331,1660
3892,19332,1389
3893,19333,1180
3894,19334,1016
3895,19335,1246
3896,19336,1278
3897,19337,1008
3898,19338,727
3899,19339,734
3900,19340,784
3901,19341,1373
3902,19342,1264
3903,19343,1220
3904,19344,1032
3905,19345,709
3906,19347,1360
3907,19348,1094
3908,19351,1126
3909,19352,1023
3910,19354,1123
3911,19355,1290
3912,19356,1279
3913,19357,1462
3914,19358,1326
3915,19359,1285
3916,19360,1265
3917,19361,1177
3918,19362,1026
3919,19363,1162
3920,19364,1035
3921,19365,135
3922,19366,1124
3923,19368,1180
3924,19369,1161
3925,19370,1278
3926,19371,1145
3927,19372,1311
3928,19374,1329
3929,19375,823
3930,19376,1019
3931,19377,308
3932,19378,1442
3933,19379,1190
3934,19380,1371
3935,19381,1522
3936,19382,1156
3937,19383,1067
3938,19384,1174
3939,19385,1009
3940,19386,1439
3941,19387,924
3942,19388,1354
3943,19389,1153
3944,19390,1128
3945,19391,1096
3946,19392,985
3947,19395,1172
3948,19396,1467
3949,19397,1354
3950,19398,762
3951,19400,754
3952,19401,1055
3953,19402,1568
3954,19403,1114
3955,19404,1110
3956,19405,1382
3957,19406,1278
3958,19407,1141
3959,19408,1250
3960,19409,1034
3961,19411,1270
3962,19412,1413
3963,19415,1173
3964,19416,1096
3965,19417,1255
3966,19418,1272
3967,19419,1274
3968,19420,1069
3969,19421,963
3970,19422,679
3971,19423,1362
3972,19424,1323
3973,19425,1278
3974,19426,1359
3975,19427,1048
3976,19428,1392
3977,19430,1142
3978,19432,1324
3979,19434,1262
3980,19435,974
3981,19437,1122
3982,19438,1085
3983,19439,1317
3984,19440,1339
3985,19441,1170
3986,19442,989
3987,19444,989
3988,19445,1070
3989,19449,1313
3990,19450,1229
3991,19451,1173
3992,19452,1178
3993,19454,1235
3994,19455,1568
3995,19456,299
3996,19457,1237
3997,19460,1119
3998,19461,292
3999,19463,736
4000,19464,1221
4001,19465,1195
4002,19466,830
4003,19467,917
4004,19468,1072
4005,19469,1328
4006,19470,1218
4007,19471,1247
4008,19472,1336
4009,19473,1180
4010,19476,1425
4011,19477,1189
4012,19478,1372
4013,19480,1489
4014,19481,1080
4015,19482,1293
4016,19483,1191
4017,19484,1305
4018,19486,1091
4019,19487,1085
4020,19488,1159
4021,19489,353
4022,19490,1056
4023,19491,994
4024,19492,1272
4025,19493,786
4026,19494,1323
4027,19495,821
4028,19496,1214
4029,19497,1169
4030,19498,1037
4031,19499,1359
4032,19500,894
4033,19501,1003
4034,19502,1043
4035,19504,919
4036,19505,1010
4037,19506,1069
4038,19507,1193
4039,19508,959
4040,19509,1117
4041,19511,1372
4042,19512,610
4043,19513,495
4044,19514,1045
4045,19515,1014
4046,19517,1111
4047,19518,1034
4048,19519,1347
4049,19520,785
4050,19521,1351
4051,19522,1172
4052,19524,1299
4053,19525,1250
4054,19526,1190
4055,19527,1023
4056,19528,1193
4057,19530,956
4058,19531,1135
4059,19534,1188
4060,19535,1185
4061,19536,736
4062,19537,1279
4063,19538,962
4064,19539,919
4065,19540,1073
4066,19541,1367
4067,19542,1270
4068,19543,1174
4069,19544,689
4070,19545,1107
4071,19546,1346
4072,19548,1239
4073,19549,1121
4074,19550,1278
4075,19551,1311
4076,19553,1207
4077,19554,928
4078,19555,1341
4079,19556,1336
4080,19557,244
4081,19558,1120
4082,19559,1230
4083,19560,1223
4084,19561,1198
4085,19562,1073
4086,19563,909
4087,19564,878
4088,19565,1011
4089,19567,1243
4090,19568,1099
4091,19570,1107
4092,19571,1173
4093,19572,1272
4094,19573,1116
4095,19574,1323
4096,19575,798
4097,19576,1497
4098,19577,1025
4099,19578,1386
4100,19579,1307
4101,19580,1153
4102,19581,1415
4103,19582,499
4104,19584,1114
4105,19586,1274
4106,19587,1460
4107,19588,1301
4108,19589,1188
4109,19590,1270
4110,19591,1102
4111,19592,872
4112,19595,848
4113,19596,1360
4114,19597,856
4115,19598,1205
4116,19600,988
4117,19602,1292
4118,19603,1109
4119,19605,838
4120,19606,1207
4121,19607,1274
4122,19608,1538
4123,19610,956
4124,19611,1289
4125,19612,1158
4126,19613,1065
4127,19614,1147
4128,19615,991
4129,19617,1095
4130,19618,1219
4131,19619,733
4132,19620,1148
4133,19621,1521
4134,19622,1266
4135,19623,1104
4136,19624,664
4137,19627,1023
4138,19628,1134
4139,19629,1025
4140,19630,1465
4141,19631,692
4142,19632,598
4143,19633,1393
4144,19635,1562
4145,19636,1120
4146,19637,1177
4147,19639,884
4148,19640,1338
4149,19642,1461
4150,19643,1127
4151,19644,1255
4152,19646,1364
4153,19647,838
4154,19648,1153
4155,19650,1000
4156,19651,1036
4157,19653,1476
4158,19654,1119
4159,19655,1274
4160,19656,1174
4161,19658,1505
4162,19659,1398
4163,19664,550
4164,19665,1197
4165,19666,1198
4166,19667,956
4167,19668,881
4168,19669,586
4169,19670,1023
4170,19671,1144
4171,19672,1312
4172,19673,1221
4173,19675,1199
4174,19677,1253
4175,19678,1163
4176,19679,1370
4177,19680,1296
4178,19681,913
4179,19682,1222
4180,19683,1074
4181,19684,160
4182,19685,1272
4183,19687,1388
4184,19688,1029
4185,19689,1429
4186,19690,1225
4187,19691,1147
4188,19692,1150
4189,19694,1314
4190,19698,1103
4191,19699,1312
4192,19701,1257
4193,19702,1270
4194,19703,1297
4195,19705,1325
4196,19706,1023
4197,19707,835
4198,19708,724
4199,19709,1360
4200,19711,1153
4201,19714,596
4202,19715,1311
4203,19716,1116
4204,19717,1199
4205,19718,1101
4206,19719,1225
4207,19720,882
4208,19721,1184
4209,19722,1302
4210,19723,1130
4211,19724,872
4212,19725,1371
4213,19726,1309
4214,19727,1090
4215,19728,1284
4216,19729,1123
4217,19730,1118
4218,19731,932
4219,19732,738
4220,19733,1132
4221,19734,1400
4222,19735,1391
4223,19736,1280
4224,19737,1253
4225,19738,1136
4226,19739,1282
4227,19740,820
4228,19741,982
4229,19743,1124
4230,19745,1020
4231,19746,1143
4232,19747,1088
4233,19748,1321
4234,19749,1021
4235,19750,1458
4236,19752,1209
4237,19753,864
4238,19755,1256
4239,19756,1093
4240,19757,1168
4241,19758,935
4242,19759,1417
4243,19760,1145
4244,19761,805
4245,19764,509
4246,19765,747
4247,19767,1226
4248,19768,1482
4249,19769,1058
4250,19770,1100
4251,19771,1341
4252,19773,1275
4253,19774,1533
4254,19775,1430
4255,19776,1347
4256,19777,368
4257,19778,956
4258,19779,1199
4259,19780,971
4260,19781,797
4261,19782,1213
4262,19783,1113
4263,19784,1419
4264,19785,1361
4265,19786,1260
4266,19787,1298
4267,19788,1304
4268,19789,1095
4269,19791,947
4270,19792,978
4271,19795,1098
4272,19797,1032
4273,19798,1381
4274,19799,1244
4275,19800,879
4276,19801,1508
4277,19802,953
4278,19803,1201
4279,19804,1299
4280,19805,1345
4281,19806,1314
4282,19807,937
4283,19808,1283
4284,19809,1063
4285,19810,1354
4286,19811,807
4287,19812,890
4288,19813,1197
4289,19814,1345
4290,19815,1229
4291,19816,1368
4292,19818,840
4293,19819,1581
4294,19820,611
4295,19821,1333
4296,19822,1034
4297,19825,1229
4298,19826,733
4299,19827,1329
4300,19828,541
4301,19829,1007
4302,19830,1169
4303,19831,1327
4304,19832,931
4305,19833,1052
4306,19834,1005
4307,19835,1071
4308,19836,1100
4309,19837,1257
4310,19840,1064
4311,19841,1594
4312,19842,341
4313,19843,1111
4314,19846,955
4315,19847,1624
4316,19849,172
4317,19850,730
4318,19853,1319
4319,19854,1202
4320,19855,1443
4321,19856,1444
4322,19857,536
4323,19858,887
4324,19859,1354
4325,19860,1465
4326,19861,1119
4327,19862,1277
4328,19863,1371
4329,19864,1024
4330,19868,1128
4331,19870,1182
4332,19871,1249
4333,19873,1280
4334,19874,1204
4335,19877,1166
4336,19878,973
4337,19879,1026
4338,19880,1193
4339,19881,936
4340,19882,1458
4341,19883,853
4342,19884,1279
4343,19886,1176
4344,19888,955
4345,19890,1076
4346,19891,741
4347,19892,768
4348,19893,1260
4349,19894,1299
4350,19895,1039
4351,19896,828
4352,19897,1077
4353,19898,998
4354,19899,1159
4355,19900,1198
4356,19901,1128
4357,19903,1155
4358,19904,1397
4359,19905,1207
4360,19906,1121
4361,19907,1297
4362,19908,1134
4363,19909,1238
4364,19910,1347
4365,19911,1253
4366,19912,1225
4367,19913,1137
4368,19915,1270
4369,19916,995
4370,19917,1234
4371,19918,1413
4372,19919,1384
4373,19920,1285
4374,19921,350
4375,19922,1185
4376,19924,64
4377,19928,669
4378,19931,1237
4379,19933,1163
4380,19937,1293
4381,19938,1107
4382,19940,1082
4383,19942,313
4384,19943,1535
4385,19944,1416
4386,19945,1209
4387,19946,1338
4388,19949,1076
4389,19950,286
4390,19951,1085
4391,19952,1002
4392,19953,779
4393,19954,1221
4394,19955,1335
4395,19956,1306
4396,19957,955
4397,19958,1051
4398,19959,1255
4399,19960,902
4400,19962,1376
4401,19964,1069
4402,19965,1152
4403,19966,1254
4404,19968,1307
4405,19969,597
4406,19970,1224
4407,19971,1204
4408,19972,1344
4409,19973,1434
4410,19975,1291
4411,19976,870
4412,19977,376
4413,19979,1159
4414,19982,1000
4415,19983,994
4416,19984,1285
4417,19986,1290
4418,19987,1307
4419,19988,1361
4420,19989,1260
4421,19990,1425
4422,19991,1198
4423,19992,913
4424,19993,907
4425,19994,1129
4426,19995,1292
4427,19996,1134
4428,19997,868
4429,19998,1246
4430,19999,1219
4431,20000,1226
4432,20001,1346
4433,20002,844
4434,20003,944
4435,20004,1140
4436,20005,1137
4437,20006,975
4438,20008,929
4439,20009,1043
4440,20010,1281
4441,20011,1127
4442,20012,1503
4443,20013,1294
4444,20014,1277
4445,20015,1025
4446,20017,1081
4447,20018,1124
4448,20019,591
4449,20020,989
4450,20021,1113
4451,20023,1347
4452,20024,929
4453,20025,1180
4454,20028,1303
4455,20030,962
4456,20031,1318
4457,20032,1385
4458,20034,1092
4459,20035,908
4460,20036,1267
4461,20037,1188
4462,20040,1214
4463,20041,936
4464,20043,1192
4465,20044,1040
4466,20046,1232
4467,20049,1226
4468,20050,823
4469,20051,1400
4470,20052,1280
4471,20053,1049
4472,20054,1086
4473,20055,1527
4474,20057,253
4475,20058,1209
4476,20059,854
4477,20061,969
4478,20062,1235
4479,20063,1030
4480,20064,1124
4481,20065,1465
4482,20067,1027
4483,20068,1093
4484,20069,1147
4485,20070,1076
4486,20071,1335
4487,20073,193
4488,20074,1053
4489,20075,1337
4490,20076,493
4491,20077,982
4492,20078,1075
4493,20079,1325
4494,20080,908
4495,20082,1155
4496,20083,1172
4497,20084,640
4498,20085,1152
4499,20086,1134
4500,20087,694
4501,20090,1176
4502,20091,1275
4503,20092,1463
4504,20094,950
4505,20095,1165
4506,20096,1081
4507,20097,1214
4508,20098,1165
4509,20100,1052
4510,20101,1216
4511,20102,1108
4512,20103,793
4513,20105,432
4514,20106,1139
4515,20107,1422
4516,20108,1346
4517,20109,166
4518,20110,1034
4519,20111,821
4520,20112,1368
4521,20113,1191
4522,20114,986
4523,20115,988
4524,20116,1204
4525,20117,1565
4526,20118,1261
4527,20119,705
4528,20120,1435
4529,20121,1263
4530,20122,1264
4531,20123,1029
4532,20124,1186
4533,20125,1171
4534,20126,1218
4535,20128,1208
4536,20129,1189
4537,20130,1172
4538,20131,1123
4539,20132,863
4540,20134,1418
4541,20135,1390
4542,20136,1090
4543,20137,1054
4544,20138,1265
4545,20139,1301
4546,20140,1455
4547,20141,1243
4548,20142,990
4549,20143,1239
4550,20144,1227
4551,20145,1141
4552,20146,1114
4553,20147,1121
4554,20149,707
4555,20150,1088
4556,20152,705
4557,20153,1131
4558,20154,1506
4559,20155,717
4560,20156,922
4561,20158,1180
4562,20159,417
4563,20160,890
4564,20161,1053
4565,20162,1059
4566,20163,1324
4567,20164,1039
4568,20165,1173
4569,20166,1465
4570,20167,1003
4571,20168,1211
4572,20170,757
4573,20171,1042
4574,20172,990
4575,20173,1204
4576,20174,1283
4577,20175,1182
4578,20176,1133
4579,20177,1054
4580,20178,1278
4581,20179,1089
4582,20180,1147
4583,20181,1066
4584,20182,971
4585,20183,1287
4586,20184,823
4587,20185,950
4588,20186,1617
4589,20187,1205
4590,20188,1338
4591,20189,1203
4592,20190,1246
4593,20191,1388
4594,20192,617
4595,20193,1084
4596,20194,1398
4597,20196,1225
4598,20197,1235
4599,20198,1305
4600,20199,1131
4601,20201,1301
4602,20202,993
4603,20203,634
4604,20204,1355
4605,20205,1069
4606,20206,1376
4607,20207,1224
4608,20208,1052
4609,20209,1050
4610,20210,899
4611,20211,1024
4612,20212,1164
4613,20213,1216
4614,20214,447
4615,20215,1595
4616,20216,1138
4617,20217,852
4618,20218,948
4619,20220,1236
4620,20221,1147
4621,20223,1186
4622,20224,1368
4623,20225,755
4624,20226,1331
4625,20227,1327
4626,20229,1014
4627,20230,986
4628,20231,1141
4629,20232,1410
4630,20233,1280
4631,20235,1310
4632,20237,1209
4633,20238,1347
4634,20239,1412
4635,20240,1197
4636,20241,1112
4637,20242,1326
4638,20243,1184
4639,20244,1174
4640,20245,1110
4641,20246,1273
4642,20247,1196
4643,20248,1186
4644,20249,1204
4645,20250,1105
4646,20252,1287
4647,20253,1415
4648,20254,1378
4649,20255,854
4650,20256,1411
4651,20257,903
4652,20258,193
4653,20259,672
4654,20260,1364
4655,20261,1315
4656,20262,1454
4657,20264,1102
4658,20267,807
4659,20268,1418
4660,20269,1156
4661,20271,1033
4662,20272,1354
4663,20276,1365
4664,20277,885
4665,20278,809
4666,20280,1158
4667,20282,1239
4668,20283,1196
4669,20284,1327
4670,20285,1162
4671,20286,882
4672,20290,1071
4673,20292,1188
4674,20293,1113
4675,20294,1366
4676,20298,1231
4677,20299,1030
4678,20300,1292
4679,20304,974
4680,20305,1210
4681,20306,1086
4682,20307,1451
4683,20308,1179
4684,20309,1294
4685,20310,1112
4686,20312,1190
4687,20313,1389
4688,20314,1251
4689,20315,1356
4690,20316,1014
4691,20317,1400
4692,20318,1279
4693,20319,1121
4694,20320,653
4695,20321,564
4696,20322,1386
4697,20323,1210
4698,20324,1079
4699,20325,1267
4700,20326,1256
4701,20327,1307
4702,20328,1333
4703,20329,1107
4704,20330,1248
4705,20331,1267
4706,20333,1278
4707,20334,1231
4708,20335,1483
4709,20336,972
4710,20337,1089
4711,20338,935
4712,20339,1231
4713,20340,1254
4714,20341,271
4715,20342,510
4716,20343,1238
4717,20344,1335
4718,20345,1324
4719,20346,1302
4720,20347,1416
4721,20348,1047
4722,20349,1324
4723,20350,1433
4724,20351,1297
4725,20352,141
4726,20353,1400
4727,20354,31
4728,20355,1191
4729,20356,1053
4730,20357,539
4731,20358,655
4732,20359,1256
4733,20360,1399
4734,20361,1279
4735,20362,1302
4736,20363,1277
4737,20364,552
4738,20365,1521
4739,20366,1378
4740,20367,1205
4741,20368,1227
4742,20370,839
4743,20371,1057
4744,20373,1117
4745,20374,949
4746,20375,927
4747,20379,1351
4748,20380,754
4749,20381,1250
4750,20382,999
4751,20501,1328
4752,20503,1027
4753,20505,1330
4754,20506,916
4755,20508,1431
4756,20509,1298
4757,20510,1057
4758,20511,1163
4759,20512,987
4760,20513,1123
4761,20514,1298
4762,20517,1290
4763,20518,1265
4764,20519,944
4765,20520,1272
4766,20521,1079
4767,20522,847
4768,20523,1216
4769,20525,930
4770,20526,1213
4771,20527,1186
4772,20528,819
4773,20529,1344
4774,20530,1330
4775,20531,1079
4776,20532,1427
4777,20533,1166
4778,20535,1385
4779,20537,1399
4780,20538,1119
4781,20539,1278
4782,20540,879
4783,20541,668
4784,20542,1200
4785,20543,1144
4786,20544,863
4787,20545,1026
4788,20547,1102
4789,20548,970
4790,20549,1025
4791,20550,876
4792,20551,1307
4793,20553,1041
4794,20554,179
4795,20556,1240
4796,20557,1393
4797,20558,1148
4798,20559,1154
4799,20560,1245
4800,20562,1407
4801,20563,1173
4802,20564,1181
4803,20565,1173
4804,20566,811
4805,20567,1171
4806,20569,1367
4807,20570,1425
4808,20572,839
4809,20573,1264
4810,20575,228
4811,20576,929
4812,20577,1552
4813,20578,185
4814,20579,872
4815,20582,1117
4816,20583,902
4817,20584,1306
4818,20585,1030
4819,20586,745
4820,20587,947
4821,20588,1347
4822,20589,1170
4823,20590,938
4824,20591,1298
4825,20592,1596
4826,20593,1165
4827,20596,454
4828,20597,1419
4829,20598,1349
4830,20599,1178
4831,20600,993
4832,20601,1382
4833,20602,1300
4834,20603,1045
4835,20605,864
4836,20607,1282
4837,20608,780
4838,20609,1242
4839,20610,1031
4840,20613,1318
4841,20614,967
4842,20615,481
4843,20616,1417
4844,20617,872
4845,20618,1218
4846,20619,1412
4847,20620,1182
4848,20621,1078
4849,20622,1263
4850,20623,1102
4851,20624,1204
4852,20626,1160
4853,20632,1114
4854,20634,1304
4855,20635,1001
4856,20636,1123
4857,20637,1228
4858,20638,1412
4859,20640,1376
4860,20641,972
4861,20642,1277
4862,20643,1067
4863,20644,1153
4864,20645,1694
4865,20647,1086
4866,20648,1291
4867,20649,1163
4868,20650,1227
4869,20651,1057
4870,20652,1381
4871,20653,949
4872,20654,950
4873,20656,1178
4874,20657,1071
4875,20659,1151
4876,20660,1257
4877,20662,1463
4878,20663,1082
4879,20664,689
4880,20682,1250
4881,20683,1323
4882,20684,1217
4883,20685,928
4884,20686,954
4885,20687,1079
4886,20688,962
4887,20689,1046
4888,20690,1197
4889,20693,1388
4890,20694,980
4891,20695,1193
4892,20697,897
4893,20698,1442
4894,20699,1226
4895,20700,1411
4896,20701,1411
4897,20702,1384
4898,20704,1278
4899,20706,1331
4900,20707,859
4901,20708,860
4902,20710,1277
4903,20712,934
4904,20713,913
4905,20715,1001
4906,20716,1186
4907,20717,1279
4908,20718,1227
4909,20719,1038
4910,20720,983
4911,20721,1152
4912,20723,596
4913,20724,1166
4914,20725,1321
4915,20726,1344
4916,20727,1531
4917,20728,1086
4918,20729,860
4919,20730,936
4920,20731,1155
4921,20732,1198
4922,20733,1382
4923,20734,1181
4924,20736,251
4925,20738,1334
4926,20739,1161
4927,20740,1249
4928,20741,1096
4929,20742,986
4930,20743,1022
4931,20744,1258
4932,20745,1108
4933,20746,885
4934,20748,1393
4935,20749,1220
4936,20751,1103
4937,20753,1383
4938,20754,873
4939,20756,1175
4940,20759,1413
4941,20760,1147
4942,20761,1216
4943,20763,984
4944,20764,1286
4945,20765,1055
4946,20766,1135
4947,20767,1299
4948,20768,1286
4949,20769,661
4950,20770,1271
4951,20771,1105
4952,20772,992
4953,20773,1053
4954,20774,1074
4955,20775,932
4956,20777,1080
4957,20778,1398
4958,20780,856
4959,20781,1050
4960,20782,665
4961,20783,1308
4962,20784,1226
4963,20786,710
4964,20787,830
4965,20788,1520
4966,20790,1282
4967,20791,1038
4968,20792,1417
4969,20793,1272
4970,20795,1118
4971,20796,1007
4972,20797,1225
4973,20798,1170
4974,20799,1033
4975,20800,923
4976,20801,67
4977,20802,1382
4978,20803,1152
4979,20804,1182
4980,20805,1434
4981,20806,1253
4982,20808,1130
4983,20809,1034
4984,20811,982
4985,20812,1076
4986,20813,1193
4987,20814,1084
4988,20815,867
4989,20816,1231
4990,20817,889
4991,20818,1156
4992,20820,132
4993,20821,1166
4994,20822,1130
4995,20823,925
4996,20825,1368
4997,20826,1180
4998,20827,1182
4999,20828,1151
5000,20830,1158
5001,20831,1441
5002,20832,1247
5003,20833,1355
5004,20834,706
5005,20835,1569
5006,20836,1081
5007,20837,1177
5008,20838,1462
5009,20839,1122
5010,20840,116
5011,20841,819
5012,20842,1060
5013,20843,1106
5014,20844,1284
5015,20845,867
5016,20846,1227
5017,20847,1089
5018,20848,1204
5019,20849,1079
5020,20850,1278
5021,20851,985
5022,20852,1507
5023,20853,909
5024,20854,1330
5025,20855,1195
5026,20856,288
5027,20857,1041
5028,20858,1493
5029,20859,1211
5030,20860,1238
5031,20861,1169
5032,20862,1096
5033,20863,739
5034,20864,1382
5035,20865,809
5036,20867,1457
5037,20868,1083
5038,20869,880
5039,20870,842
5040,20871,1079
5041,20872,1105
5042,20876,767
5043,20877,1265
5044,20878,1144
5045,20879,1386
5046,20880,924
5047,20881,1111
5048,20882,1059
5049,20883,1259
5050,20884,1133
5051,20885,1188
5052,20886,998
5053,20887,1015
5054,20888,1250
5055,20891,406
5056,20892,1379
5057,20894,87
5058,20895,950
5059,20896,1257
5060,20897,1223
5061,20899,1270
5062,20900,437
5063,20901,1197
5064,20902,689
5065,20904,845
5066,20905,1321
5067,20906,1218
5068,20907,1276
5069,20908,705
5070,20909,1171
5071,20912,954
5072,20913,1007
5073,20914,1321
5074,20915,1151
5075,20922,1250
5076,20925,995
5077,20927,940
5078,20929,1318
5079,20930,1261
5080,20931,1205
5081,20932,955
5082,20933,1130
5083,20934,933
5084,20935,1262
5085,20936,1227
5086,20937,1251
5087,20938,1358
5088,20939,1011
5089,20940,1117
5090,20941,1252
5091,20942,1161
5092,20943,1453
5093,20944,1193
5094,20945,1092
5095,20946,1003
5096,20948,971
5097,20950,1262
5098,20951,506
5099,20952,1023
5100,20953,1402
5101,20954,635
5102,20955,1513
5103,20956,1596
5104,20957,1100
5105,20958,1333
5106,20959,871
5107,20960,1353
5108,20961,1073
5109,20962,983
5110,20963,773
5111,20964,1019
5112,20966,1268
5113,20967,1132
5114,20968,1391
5115,20969,1440
5116,20970,1443
5117,20972,909
5118,20973,990
5119,20974,1098
5120,20975,1000
5121,20977,1302
5122,20978,975
5123,20979,953
5124,20980,1225
5125,20983,959
5126,20985,1278
5127,20986,1356
5128,20988,1086
5129,20989,992
5130,20990,973
5131,20991,1249
5132,20992,1119
5133,20993,1072
5134,20994,1264
5135,20996,1224
5136,20997,1129
5137,20998,1095
5138,20999,1033
5139,21000,1201
5140,21002,1215
5141,21003,1097
5142,21004,675
5143,21005,614
5144,21006,1350
5145,21007,1125
5146,21008,1299
5147,21009,1077
5148,21010,1317
5149,21011,1138
5150,21012,1160
5151,21013,1055
5152,21015,1099
5153,21017,1227
5154,21018,910
5155,21019,1052
5156,21020,1302
5157,21021,1183
5158,21022,719
5159,21023,1145
5160,21024,1517
5161,21025,1057
5162,21026,1211
5163,21027,1349
5164,21028,1091
5165,21029,1490
5166,21030,1006
5167,21031,840
5168,21033,725
5169,21034,1310
5170,21035,912
5171,21036,1191
5172,21037,997
5173,21038,1033
5174,21039,1210
5175,21040,1275
5176,21041,1195
5177,21042,1027
5178,21043,1048
5179,21044,1185
5180,21045,1109
5181,21046,1359
5182,21047,1191
5183,21048,1165
5184,21049,900
5185,21050,1062
5186,21051,1220
5187,21052,1539
5188,21053,1042
5189,21054,946
5190,21055,1007
5191,21056,1119
5192,21057,1059
5193,21058,1336
5194,21061,1065
5195,21062,1046
5196,21063,745
5197,21064,852
5198,21065,1235
5199,21066,1092
5200,21067,1207
5201,21068,1344
5202,21069,1220
5203,21070,1044
5204,21071,1337
5205,21073,1163
5206,21074,1128
5207,21075,1193
5208,21076,774
5209,21077,1437
5210,21078,962
5211,21079,1079
5212,21080,1336
5213,21081,964
5214,21083,1214
5215,21084,1060
5216,21085,1098
5217,21086,942
5218,21087,1149
5219,21089,1162
5220,21090,1220
5221,21091,310
5222,21092,1198
5223,21093,1008
5224,21094,939
5225,21095,1240
5226,21096,871
5227,21097,1117
5228,21098,1267
5229,21100,994
5230,21102,954
5231,21105,1493
5232,21106,1048
5233,21108,1112
5234,21109,987
5235,21111,1180
5236,21112,916
5237,21113,1218
5238,21114,1199
5239,21115,964
5240,21116,1083
5241,21117,1036
5242,21118,1401
5243,21120,946
5244,21121,1194
5245,21122,1014
5246,21124,1506
5247,21125,1061
5248,21126,1402
5249,21127,1037
5250,21128,1420
5251,21129,1287
5252,21130,1319
5253,21132,1344
5254,21133,899
5255,21134,1529
5256,21135,1108
5257,21136,1512
5258,21137,1015
5259,21140,965
5260,21141,1216
5261,21142,1168
5262,21143,1231
5263,21144,1080
5264,21145,975
5265,21146,280
5266,21147,1137
5267,21148,1315
5268,21149,1383
5269,21150,1111
5270,21152,1367
5271,21155,1266
5272,21157,1124
5273,21158,1142
5274,21159,1193
5275,21160,893
5276,21161,928
5277,21162,1318
5278,21163,956
5279,21164,875
5280,21165,1140
5281,21166,1467
5282,21168,1266
5283,21169,1216
5284,21170,1365
5285,21171,841
5286,21172,820
5287,21173,515
5288,21174,1130
5289,21175,861
5290,21176,1311
5291,21177,1586
5292,21179,1316
5293,21180,1373
5294,21181,1135
5295,21182,1202
5296,21183,1216
5297,21185,832
5298,21186,1401
5299,21188,768
5300,21189,614
5301,21191,1146
5302,21192,842
5303,21193,1160
5304,21194,1072
5305,21195,976
5306,21196,1110
5307,21198,821
5308,21199,1133
5309,21200,1034
5310,21201,949
5311,21202,1216
5312,21203,1159
5313,21204,1035
5314,21205,1419
5315,21207,1016
5316,21208,1242
5317,21209,1366
5318,21210,1187
5319,21211,1219
5320,21212,1228
5321,21213,1086
5322,21214,1067
